
*
***** Sword3PaySys Start (@ 2025/11/16 17:14:22.335) >>>>>
*

[2025/11/16 17:14:28] 1 >> DB Connect 0 is busy !
[2025/11/16 17:14:28] 2 >> Add Gateway(192.168.254.53 : 64287) Client 0 ! // -- At 0
[2025/11/16 17:14:28] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 17:14:28] 4 >> Gateway unlock OK!
[2025/11/16 17:14:28] 5 >> Gateway Connect OK!
[2025/11/16 17:29:01] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:29:16] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:29:31] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:29:46] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:30:01] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:30:16] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:30:31] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:30:46] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:31:01] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:31:16] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:31:31] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:31:46] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:32:01] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:32:16] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:32:31] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:32:46] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:33:01] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:33:16] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:33:31] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:33:46] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:34:01] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:34:16] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:34:31] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:34:46] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:35:01] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:35:16] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:35:31] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:35:46] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:36:01] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:36:16] 103 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:36:31] 104 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:36:46] 105 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:37:01] 106 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:37:16] 107 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:37:31] 108 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:37:46] 109 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:38:01] 110 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:38:16] 111 >> Gateway txjx(192.168.254.53): Ping 14(s)
[2025/11/16 17:38:31] 112 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:38:46] 113 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:39:01] 114 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:39:16] 115 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:39:31] 116 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:39:46] 117 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:40:01] 118 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:40:16] 119 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:40:31] 120 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:40:46] 121 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:41:01] 122 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:41:16] 123 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:41:31] 124 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:41:46] 125 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:42:01] 126 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:42:16] 127 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:42:31] 128 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:42:46] 129 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:43:01] 130 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:43:16] 131 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:43:31] 132 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:43:46] 133 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:44:01] 134 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:44:16] 135 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:44:31] 136 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:44:46] 137 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:45:01] 138 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:45:16] 139 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:45:31] 140 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:45:46] 141 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:46:01] 142 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:46:16] 143 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:46:31] 144 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:46:46] 145 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:47:01] 146 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:47:16] 147 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:47:31] 148 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:47:46] 149 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:48:01] 150 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:48:16] 151 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:48:31] 152 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:48:46] 153 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:49:01] 154 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:49:16] 155 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:49:31] 156 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:49:46] 157 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:50:01] 158 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:50:16] 159 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:50:31] 160 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:50:46] 161 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:51:01] 162 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:51:16] 163 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:51:31] 164 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:51:46] 165 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:52:01] 166 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:52:16] 167 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:52:31] 168 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:52:46] 169 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:53:01] 170 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:53:16] 171 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:53:31] 172 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:53:46] 173 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:54:04] 174 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:54:19] 175 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:54:34] 176 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 17:54:46] Nomal exit !!!

*
***** Sword3PaySys Stop (@ 2025/11/16 17:54:46.742) <<<<<
*

