
*
***** Sword3PaySys Start (@ 2025/11/16 18:37:21.655) >>>>>
*

[2025/11/16 18:37:27] 1 >> DB Connect 0 is busy !
[2025/11/16 18:37:27] 2 >> Add Gateway(192.168.254.53 : 64834) Client 0 ! // -- At 0
[2025/11/16 18:37:27] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 18:37:27] 4 >> Gateway unlock OK!
[2025/11/16 18:37:27] 5 >> Gateway Connect OK!
[2025/11/16 18:42:12] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:42:27] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:42:42] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:42:57] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:43:12] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:43:30] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:43:45] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:44:00] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:44:15] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:44:30] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:44:45] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:45:00] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:45:15] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:45:30] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:45:45] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:46:00] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:46:15] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:46:30] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:46:45] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:47:00] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:47:15] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:47:30] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:47:45] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:48:00] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:48:15] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:48:30] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:48:45] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:49:00] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:49:16] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:49:30] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:49:46] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:50:01] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:50:15] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:50:31] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:50:46] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:51:01] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:51:15] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:51:31] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:51:46] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:52:00] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:52:16] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:52:30] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:52:46] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:53:00] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:53:15] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:53:30] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:53:45] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:54:00] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:54:15] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:54:31] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:54:46] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:55:01] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:55:16] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:55:31] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:55:46] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:56:01] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:56:16] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:56:31] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:56:46] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:57:01] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:57:16] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:57:31] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:57:46] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:58:01] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:58:16] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:58:31] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:58:46] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:59:01] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:59:16] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:59:31] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:59:46] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:00:01] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:00:16] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:00:31] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:00:46] 103 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:01:01] 104 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:01:16] 105 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:01:31] 106 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:01:46] 107 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:02:01] 108 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:02:16] 109 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:02:31] 110 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:02:46] 111 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:03:01] 112 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:03:16] 113 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:03:31] 114 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:03:46] 115 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:04:01] 116 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:04:16] 117 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:04:31] 118 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:04:46] 119 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:05:01] 120 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:05:16] 121 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:05:31] 122 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:05:46] 123 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:06:01] 124 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:06:16] 125 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:06:31] 126 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:06:46] 127 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:07:01] 128 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:07:16] 129 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:07:31] 130 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:07:46] 131 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:08:01] 132 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:08:16] 133 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:08:31] 134 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:08:46] 135 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:09:01] 136 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:09:16] 137 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:09:31] 138 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:09:46] 139 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:10:01] 140 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:10:16] 141 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:10:31] 142 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:10:46] 143 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:11:01] 144 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:11:16] 145 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:11:31] 146 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:11:46] 147 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:12:01] 148 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:12:16] 149 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:12:31] 150 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:12:46] 151 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:13:01] 152 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:13:16] 153 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:13:31] 154 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:13:46] 155 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:14:01] 156 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:14:16] 157 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:14:31] 158 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:14:46] 159 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:15:01] 160 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:15:16] 161 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:15:31] 162 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:15:46] 163 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:16:01] 164 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:16:16] 165 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:16:34] 166 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:16:49] 167 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:17:04] 168 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:17:19] 169 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:17:34] 170 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:17:49] 171 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:18:04] 172 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:18:19] 173 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:18:34] 174 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:18:49] 175 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:19:04] 176 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:19:19] 177 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:19:34] 178 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:19:49] 179 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:20:04] 180 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:20:19] 181 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:20:34] 182 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:20:49] 183 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:21:04] 184 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:21:19] 185 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:21:34] 186 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:21:49] 187 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:22:04] 188 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:22:19] 189 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:22:34] 190 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:22:49] 191 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:23:04] 192 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:23:19] 193 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:23:34] 194 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:23:49] 195 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:24:04] 196 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:24:19] 197 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:24:34] 198 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:24:49] 199 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:25:04] 200 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:25:19] 201 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:25:34] 202 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:25:49] 203 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:26:04] 204 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:26:19] 205 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:26:34] 206 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:26:49] 207 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:27:04] 208 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:27:19] 209 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:27:34] 210 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:27:49] 211 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:28:04] 212 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:28:19] 213 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:28:34] 214 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:28:49] 215 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:29:04] 216 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:29:19] 217 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:29:34] 218 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:29:49] 219 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:30:04] 220 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:30:19] 221 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:30:34] 222 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:30:49] 223 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:31:04] 224 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:31:19] 225 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:31:34] 226 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:31:49] 227 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:32:04] 228 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:32:19] 229 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:32:34] 230 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:32:49] 231 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:33:04] 232 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:33:19] 233 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:33:34] 234 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:33:49] 235 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:34:04] 236 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:34:19] 237 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:34:34] 238 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:34:49] 239 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:35:04] 240 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:35:19] 241 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:35:34] 242 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:35:49] 243 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:36:04] 244 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:36:19] 245 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:36:34] 246 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:36:49] 247 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:37:04] 248 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:37:19] 249 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:37:34] 250 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:37:49] 251 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:38:04] 252 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:38:19] 253 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:38:34] 254 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:38:49] 255 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:39:04] 256 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:39:19] 257 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:39:34] 258 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:39:49] 259 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:40:04] 260 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:40:19] 261 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:40:34] 262 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:40:49] 263 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:41:04] 264 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:41:19] 265 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:41:34] 266 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:41:49] 267 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:42:04] 268 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:42:19] 269 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:42:34] 270 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:42:49] 271 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:43:04] 272 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:43:19] 273 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:43:34] 274 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:43:49] 275 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:44:04] 276 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:44:19] 277 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:44:34] 278 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:44:49] 279 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:45:04] 280 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:45:19] 281 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:45:34] 282 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:45:49] 283 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:46:07] 284 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:46:22] 285 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:46:37] 286 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:46:52] 287 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:47:07] 288 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:47:22] 289 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:47:37] 290 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:47:52] 291 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:48:07] 292 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:48:22] 293 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:48:37] 294 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:48:52] 295 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:49:07] 296 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:49:22] 297 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:49:37] 298 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:49:52] 299 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:50:07] 300 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:50:22] 301 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:50:37] 302 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:50:52] 303 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:51:07] 304 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:51:22] 305 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:51:37] 306 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:51:52] 307 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:52:07] 308 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:52:22] 309 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:52:37] 310 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:52:52] 311 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:53:07] 312 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 19:53:22] 313 >> Gateway txjx(192.168.254.53): Ping 15(s)
