
*
***** Sword3PaySys Start (@ 2025/11/15 18:10:00.724) >>>>>
*

[2025/11/15 18:10:06] 1 >> DB Connect 0 is busy !
[2025/11/15 18:10:06] 2 >> Add Gateway(192.168.254.53 : 56905) Client 0 ! // -- At 0
[2025/11/15 18:10:06] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/15 18:10:06] 4 >> Gateway unlock OK!
[2025/11/15 18:10:06] 5 >> Gateway Connect OK!
[2025/11/15 18:27:24] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:27:39] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:27:54] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:28:09] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:28:24] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:28:39] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:28:54] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:29:09] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:29:24] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:29:39] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:29:54] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:30:09] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:30:24] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:30:39] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:30:54] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:31:09] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:31:24] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:31:39] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:31:54] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:32:09] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:32:24] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:32:39] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:32:54] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:33:09] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:33:24] 103 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:33:39] 104 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:33:54] 105 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:34:09] 106 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:34:24] 107 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:34:39] 108 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:34:54] 109 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:35:09] 110 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:35:24] 111 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:35:39] 112 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:35:54] 113 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:36:09] 114 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:36:24] 115 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:36:39] 116 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:36:54] 117 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:37:09] 118 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:37:24] 119 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:37:39] 120 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:37:54] 121 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:38:09] 122 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:38:24] 123 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:38:39] 124 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:38:54] 125 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:39:09] 126 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:39:24] 127 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:39:39] 128 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:39:54] 129 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:40:09] 130 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:40:24] 131 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:40:39] 132 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:40:54] 133 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:41:09] 134 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:41:24] 135 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:41:39] 136 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:41:54] 137 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:42:09] 138 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:42:24] 139 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:42:39] 140 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:42:54] 141 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:43:09] 142 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:43:27] 143 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:43:42] 144 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:43:57] 145 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:44:12] 146 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:44:27] 147 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:44:42] 148 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:44:57] 149 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:45:12] 150 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:45:27] 151 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:45:42] 152 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:45:57] 153 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:46:12] 154 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:46:27] 155 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:46:42] 156 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:46:57] 157 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:47:12] 158 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:47:27] 159 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:47:42] 160 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:47:57] 161 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:48:12] 162 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:48:27] 163 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:48:42] 164 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:48:57] 165 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:49:12] 166 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:49:27] 167 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:49:42] 168 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:49:57] 169 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:50:12] 170 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:50:27] 171 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:50:42] 172 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:50:57] 173 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:51:12] 174 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:51:27] 175 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:51:42] 176 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:51:57] 177 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:52:12] 178 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:52:27] 179 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:52:42] 180 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:52:57] 181 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:53:12] 182 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:53:27] 183 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:53:42] 184 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:53:57] 185 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:54:12] 186 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:54:27] 187 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:54:42] 188 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:54:57] 189 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:55:12] 190 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:55:27] 191 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:55:42] 192 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:55:57] 193 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:56:12] 194 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:56:27] 195 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:56:42] 196 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:56:57] 197 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:57:12] 198 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:57:27] 199 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:57:42] 200 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:57:57] 201 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:58:13] 202 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:58:27] 203 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:58:42] 204 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:58:58] 205 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:59:13] 206 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:59:28] 207 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:59:43] 208 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 18:59:58] 209 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:00:13] 210 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:00:28] 211 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:00:43] 212 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:00:58] 213 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:01:13] 214 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:01:28] 215 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:01:43] 216 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:01:58] 217 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:02:13] 218 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:02:28] 219 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:02:43] 220 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:02:58] 221 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:03:13] 222 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:03:28] 223 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:03:36] Nomal exit !!!

*
***** Sword3PaySys Stop (@ 2025/11/15 19:03:36.015) <<<<<
*

